user_id,item_id,timestamp
2469,26,1249776000
2041,180,1249776000
4291,124,1249776000
397,181,1250035200
4558,118,1250121600
502,181,1250121600
194,100,1250294400
3246,125,1250294400
3913,31,1250380800
1388,66,1250380800
4151,100,1250467200
4261,178,1250467200
4987,43,1250467200
4987,170,1250553600
3769,125,1250640000
2374,162,1250812800
3788,208,1250899200
4987,154,1250899200
308,112,1250899200
2828,118,1250985600
285,152,1250985600
3913,58,1250985600
143,225,1250985600
397,122,1250985600
2800,92,1250985600
1947,144,1251072000
3233,165,1251072000
4642,111,1251158400
1474,120,1251158400
1078,96,1251158400
3662,154,1251158400
3662,144,1251158400
429,73,1251158400
429,118,1251158400
4803,126,1251244800
2287,181,1251331200
4770,165,1251504000
3246,182,1251504000
1229,162,1251504000
2288,129,1251504000
2253,124,1251504000
3983,46,1251590400
3701,106,1251676800
1847,153,1251676800
2055,121,1251763200
3806,31,1251936000
2041,162,1252281600
3138,180,1252368000
3662,47,1252454400
3607,180,1252540800
308,96,1252627200
4757,122,1252627200
3023,114,1252713600
2224,212,1252800000
2829,153,1252800000
3607,121,1252886400
1878,154,1252972800
3233,182,1253145600
2288,121,1253145600
3688,116,1253232000
1613,144,1253232000
409,189,1253318400
2764,225,1253404800
2305,162,1253404800
2932,120,1253404800
2932,126,1253404800
4803,116,1253491200
4987,152,1253577600
308,121,1253836800
4987,189,1254009600
1078,144,1254009600
520,58,1254009600
4987,221,1254096000
2374,117,1254182400
1868,125,1254268800
1974,123,1254355200
3050,198,1254528000
4693,126,1254614400
2374,123,1254700800
2287,122,1254700800
21,116,1254787200
21,153,1254787200
1263,202,1254873600
4933,120,1254960000
1685,80,1255046400
3607,233,1255046400
370,165,1255132800
4866,144,1255219200
370,152,1255305600
1974,125,1255392000
5049,111,1255478400
4755,121,1255564800
4755,27,1255564800
4755,154,1255564800
1990,18,1255824000
2041,120,1255824000
5081,233,1255910400
4987,223,1255910400
2087,182,1255996800
1598,133,1256169600
4206,183,1256256000
2302,233,1256342400
2041,246,1256428800
3294,43,1256601600
3294,101,1256601600
4916,122,1256601600
520,92,1256947200
2800,120,1256947200
5089,95,1257033600
3246,201,1257120000
25,244,1257292800
2374,120,1257465600
4987,216,1257638400
2856,118,1257724800
4987,244,1257897600
2800,119,1257897600
4258,253,1258243200
4987,246,1258243200
1340,188,1258502400
194,96,1258588800
4757,253,1258675200
194,99,1258675200
4987,143,1258848000
2041,231,1258848000
3256,47,1258934400
4813,190,1258934400
4800,212,1258934400
5101,253,1259020800
4800,233,1259020800
2800,122,1259107200
2863,253,1259280000
994,201,1259539200
3233,201,1259539200
660,21,1259625600
5067,225,1259712000
1974,174,1259712000
3769,219,1259884800
4261,55,1259971200
3246,208,1259971200
1528,153,1259971200
4261,112,1259971200
3168,60,1260057600
2828,124,1260144000
3769,96,1260230400
2856,208,1260230400
2431,152,1260230400
3531,208,1260403200
2041,190,1260489600
2801,180,1260489600
682,154,1260576000
254,180,1260576000
2675,48,1260662400
4987,195,1260835200
2921,107,1260835200
4400,208,1260921600
502,216,1261008000
3983,31,1261008000
583,176,1261094400
583,221,1261440000
3256,284,1261526400
3553,154,1261612800
899,176,1261699200
4508,99,1261699200
4702,76,1261785600
5081,253,1261785600
3246,217,1261785600
4757,154,1261785600
2446,124,1261785600
4866,162,1261872000
4782,221,1261958400
1356,125,1262044800
583,96,1262217600
4757,180,1262304000
5100,64,1262649600
4261,216,1262908800
5101,143,1262908800
2764,245,1262995200
2041,230,1262995200
2374,121,1262995200
1635,124,1263081600
1151,26,1263168000
3246,225,1263168000
4702,122,1263340800
4052,182,1263427200
1602,212,1263427200
4151,231,1263600000
248,212,1263600000
1369,125,1263686400
248,181,1263859200
1674,183,1264032000
804,59,1264032000
1674,49,1264032000
3913,181,1264032000
21,36,1264118400
4800,182,1264204800
3283,162,1264291200
1362,212,1264291200
4081,180,1264377600
1475,253,1264377600
1025,129,1264464000
143,251,1264550400
3138,208,1264636800
520,180,1264636800
774,121,1264723200
248,69,1264896000
3645,184,1264982400
502,90,1265155200
2800,154,1265155200
785,208,1265155200
1010,106,1265414400
3357,284,1265414400
3246,251,1265587200
4482,231,1265587200
3362,231,1265587200
2829,93,1265846400
2829,65,1265846400
3479,49,1265932800
21,122,1266019200
2675,153,1266105600
2675,47,1266105600
2878,31,1266192000
21,231,1266192000
190,124,1266278400
2664,154,1266364800
4461,126,1266364800
4866,202,1266451200
994,225,1266451200
569,256,1266710400
4258,100,1267228800
781,245,1267228800
67,162,1267228800
4291,120,1267315200
4642,174,1267315200
4404,134,1267488000
1150,82,1267574400
1150,116,1267574400
4856,26,1267660800
3207,197,1267660800
3207,223,1267747200
518,124,1267747200
2379,165,1267833600
2764,256,1267920000
4735,182,1267920000
3769,121,1268092800
2287,217,1268265600
502,239,1268352000
4291,28,1268352000
3385,218,1268438400
2307,124,1268438400
1878,96,1268524800
3788,281,1268524800
3359,162,1268611200
2287,69,1268697600
4770,201,1268784000
502,195,1268870400
1974,176,1268870400
1422,212,1268956800
1862,162,1269043200
1862,183,1269043200
502,246,1269216000
4987,149,1269216000
4866,28,1269734400
2726,188,1269820800
4636,45,1270080000
4752,216,1270252800
1148,245,1270339200
143,152,1270425600
2985,221,1270425600
4206,176,1270598400
2673,89,1270684800
3907,208,1270771200
5100,188,1270857600
3315,245,1270944000
867,188,1271116800
3701,188,1271116800
2338,152,1271203200
4866,212,1271203200
194,47,1271203200
469,162,1271203200
1078,133,1271289600
1148,244,1271289600
2374,221,1271462400
514,100,1271635200
405,221,1271721600
4770,251,1271721600
1010,112,1271808000
1010,216,1271808000
1010,188,1271808000
3601,221,1272067200
3601,154,1272067200
660,89,1272153600
1593,233,1272758400
194,281,1273017600
4859,221,1273276800
4770,230,1273536000
3607,244,1273536000
3769,124,1273622400
308,221,1273708800
1204,154,1273795200
3476,18,1273881600
3607,210,1273881600
3385,223,1273881600
2527,49,1273968000
2620,47,1273968000
3283,89,1274054400
502,244,1274140800
324,208,1274400000
1808,244,1274486400
3367,169,1274486400
1258,281,1274486400
4859,95,1274659200
3820,18,1274659200
3769,117,1274659200
4801,304,1274832000
4856,216,1274832000
4929,249,1274918400
4261,308,1275350400
2305,221,1275436800
4735,95,1275782400
191,96,1275868800
21,170,1275868800
236,125,1276041600
354,50,1276300800
1180,195,1276300800
660,154,1276300800
5101,149,1276387200
569,182,1276387200
2764,308,1276473600
3050,60,1276473600
705,62,1276560000
705,128,1276560000
3829,69,1276646400
3788,847,1276819200
1578,93,1276992000
2251,122,1277078400
2041,256,1277078400
2302,65,1277164800
3283,180,1277164800
2302,124,1277164800
308,216,1277596800
667,115,1277596800
2957,165,1277683200
2985,184,1277683200
2338,178,1277683200
4803,246,1277856000
1753,277,1277942400
1243,125,1277942400
1180,8,1278028800
2342,329,1278028800
1204,20,1278028800
867,195,1278288000
4394,110,1278374400
1204,118,1278460800
1180,26,1278460800
2018,120,1278460800
2728,154,1278460800
4489,233,1278806400
2863,201,1278806400
391,189,1278806400
2764,335,1278979200
3283,239,1279238400
4298,246,1279238400
785,277,1279324800
2191,96,1279411200
2191,31,1279411200
2338,251,1279411200
4003,106,1279756800
4640,308,1279843200
4304,215,1280016000
962,239,1280016000
502,56,1280016000
4558,219,1280016000
1926,343,1280102400
2878,281,1280102400
4151,165,1280188800
2270,100,1280275200
1296,323,1280361600
2277,215,1280620800
4059,284,1280620800
994,277,1280620800
4770,257,1281052800
2829,246,1281139200
2878,5,1281225600
4752,215,1281398400
4059,31,1281398400
1204,73,1281398400
2288,210,1281484800
370,251,1281744000
2087,256,1281830400
3683,52,1281916800
2087,297,1282003200
4059,356,1282003200
781,256,1282089600
2764,340,1282089600
2469,246,1282089600
781,281,1282089600
502,340,1282176000
101,308,1282348800
770,48,1282435200
4724,74,1282435200
2196,129,1282521600
1649,352,1282694400
1025,195,1282780800
1878,246,1282780800
148,308,1282780800
3050,100,1282867200
4483,231,1282953600
2828,219,1283126400
2764,352,1283126400
2726,246,1283126400
3804,356,1283126400
4866,218,1283212800
4151,180,1283299200
1204,31,1283472000
4483,233,1283558400
2196,162,1283731200
4929,297,1283817600
4929,200,1283817600
4929,246,1283817600
1878,219,1283904000
254,52,1283904000
1568,96,1283990400
1649,250,1284076800
1568,21,1284076800
93,149,1284076800
1187,346,1284249600
4724,121,1284249600
1674,33,1284249600
4811,179,1284249600
308,277,1284595200
379,239,1284940800
4724,210,1284940800
2003,369,1285113600
1974,189,1285200000
1974,240,1285286400
3131,372,1285459200
1878,308,1285459200
4151,340,1285545600
3207,122,1285545600
570,189,1285545600
3169,99,1285632000
568,356,1285632000
785,308,1285632000
4987,364,1285718400
4929,189,1285804800
4929,220,1285804800
3050,232,1285804800
4929,250,1285804800
1360,308,1285977600
3230,223,1286064000
2940,308,1286150400
21,132,1286409600
2080,352,1286496000
2281,329,1286668800
4447,180,1286755200
370,100,1286928000
3601,201,1287100800
3853,189,1287360000
2754,375,1287360000
106,364,1287360000
569,277,1287619200
569,369,1287619200
994,308,1287705600
4944,340,1287705600
2374,220,1287792000
1388,340,1287792000
661,239,1287964800
5005,99,1288137600
3662,281,1288137600
2547,261,1288310400
660,308,1288310400
2696,232,1288396800
2977,340,1288396800
660,120,1288396800
4482,352,1288656000
2281,364,1288742400
1878,340,1288742400
1360,352,1288915200
4640,152,1288915200
1148,352,1289001600
570,352,1289001600
4987,373,1289001600
2188,364,1289001600
2934,365,1289001600
4757,352,1289088000
285,356,1289088000
537,352,1289347200
1970,304,1289347200
1552,208,1289433600
1649,380,1289520000
4944,352,1289606400
4059,372,1289606400
3295,90,1289692800
2338,225,1289779200
1649,395,1289779200
2327,380,1289779200
2041,244,1289779200
3442,244,1289865600
1596,246,1289865600
1878,218,1289865600
471,330,1289865600
569,372,1289952000
2087,304,1290124800
994,305,1290211200
5067,352,1290211200
3207,340,1290211200
682,212,1290211200
254,37,1290297600
3315,352,1290297600
4757,356,1290470400
4059,103,1290556800
3983,261,1290556800
1602,374,1290556800
2828,218,1290816000
1148,356,1290816000
106,58,1290816000
1111,239,1290816000
3050,55,1290988800
1162,380,1290988800
1162,232,1290988800
3272,73,1291075200
2764,395,1291161600
2947,64,1291420800
1360,356,1291507200
2087,352,1291507200
3669,356,1291593600
546,118,1291680000
546,88,1291680000
774,210,1291766400
1649,356,1291766400
1807,50,1291852800
1602,331,1291852800
502,54,1291852800
4929,218,1291852800
2259,395,1291939200
2380,385,1291939200
2940,202,1291939200
4813,135,1292025600
2041,189,1292112000
2571,133,1292457600
4800,374,1292457600
232,52,1292544000
1918,847,1293062400
370,245,1293062400
4304,104,1293235200
4757,244,1293235200
3764,189,1293667200
4822,352,1293667200
4724,340,1293926400
3601,274,1294185600
2878,335,1294185600
2977,277,1294358400
2305,240,1294444800
562,334,1294444800
106,244,1294531200
4757,218,1294531200
2675,232,1294617600
1795,165,1294704000
4822,308,1294876800
1162,317,1294876800
1162,318,1294963200
4578,196,1294963200
1340,352,1294963200
3373,335,1294963200
3806,21,1295049600
3683,21,1295049600
3385,375,1295136000
4672,370,1295136000
1130,307,1295136000
1130,316,1295136000
1878,369,1295222400
3601,246,1295308800
3806,84,1295395200
980,152,1295395200
2041,424,1295395200
4990,283,1295481600
3960,440,1295568000
391,154,1295568000
110,440,1295568000
3624,343,1295654400
520,352,1295654400
191,219,1295654400
391,96,1295740800
2764,356,1295827200
3919,69,1295827200
774,261,1295913600
4151,352,1295913600
2002,64,1296086400
1970,180,1296172800
3806,120,1296172800
4822,387,1296172800
3498,340,1296259200
3359,74,1296259200
1297,372,1296345600
4929,196,1296345600
4929,82,1296345600
4929,116,1296345600
519,21,1296432000
4432,372,1296518400
1388,369,1296604800
4640,395,1296604800
1649,305,1296691200
4823,250,1296777600
409,424,1296777600
2281,424,1296777600
785,372,1296777600
1528,356,1296777600
2276,125,1296777600
2276,31,1296777600
785,340,1296864000
5100,215,1296864000
391,218,1296950400
2800,218,1296950400
5005,196,1296950400
1240,152,1296950400
899,183,1297209600
391,69,1297209600
2276,189,1297296000
2726,218,1297296000
2276,219,1297296000
2276,203,1297382400
2137,233,1297382400
4388,253,1297382400
583,289,1297382400
2276,144,1297382400
614,372,1297468800
530,372,1297468800
2276,363,1297555200
2863,305,1297987200
3440,421,1298073600
25,362,1298073600
2329,435,1298073600
2276,195,1298160000
1356,454,1298160000
3601,125,1298246400
4488,178,1298332800
2857,372,1298332800
469,103,1298332800
2041,239,1298332800
2921,196,1298419200
2976,346,1298419200
391,352,1298419200
1658,66,1298419200
1304,317,1298592000
1304,318,1298592000
1878,372,1298592000
236,31,1298851200
4603,52,1298937600
1078,232,1299024000
2276,343,1299196800
2276,432,1299196800
2276,447,1299196800
2276,439,1299196800
725,452,1299283200
537,372,1299283200
4822,372,1299369600
781,352,1299369600
1685,356,1299369600
4482,372,1299456000
1733,352,1299542400
3315,372,1299715200
3811,386,1299715200
3315,304,1299801600
25,442,1299974400
4059,453,1299974400
877,184,1300060800
502,453,1300147200
4447,372,1300147200
4052,372,1300233600
562,244,1300406400
2099,449,1300492800
235,386,1300492800
569,435,1300579200
3050,43,1300579200
1512,345,1300579200
2087,387,1300665600
520,372,1300924800
176,369,1301184000
4813,245,1301184000
1475,208,1301184000
3246,395,1301184000
3498,356,1301356800
3683,215,1301356800
445,374,1301443200
4929,395,1301443200
3138,386,1301443200
4483,244,1301529600
1701,364,1301529600
1649,323,1301616000
1191,343,1301616000
1297,395,1301616000
1649,342,1301616000
1969,167,1301702400
3359,154,1301788800
4757,283,1301788800
2855,378,1301788800
4987,465,1301875200
4059,435,1301875200
4059,470,1301875200
1475,369,1301875200
5014,372,1301875200
5005,208,1301961600
4578,111,1302220800
2764,459,1302307200
1701,440,1302307200
1701,385,1302307200
4059,458,1302393600
4059,86,1302393600
2195,69,1302480000
502,343,1302480000
2571,232,1302566400
4672,342,1302652800
3534,471,1302825600
994,327,1302825600
4059,465,1302825600
614,352,1302825600
4987,365,1302825600
2327,211,1302998400
5100,283,1302998400
2041,847,1303084800
4944,176,1303257600
1947,479,1303257600
2276,466,1303257600
622,479,1303257600
3983,343,1303344000
4025,32,1303430400
4025,48,1303430400
1460,343,1303430400
2021,232,1303516800
1552,152,1303776000
66,149,1303862400
2087,395,1303948800
4081,289,1304035200
568,477,1304121600
4813,256,1304208000
4933,215,1304294400
682,244,1304294400
4059,480,1304380800
4261,470,1304553600
1649,479,1304640000
781,356,1304640000
2906,211,1304640000
2726,244,1304640000
2276,365,1304726400
4813,281,1304726400
569,470,1304899200
2489,437,1304899200
3978,245,1304899200
3359,453,1304985600
1578,233,1305072000
1868,470,1305244800
3246,435,1305244800
308,151,1305331200
3788,458,1305331200
4927,467,1305417600
2302,480,1305417600
1297,435,1305504000
3359,69,1305504000
2087,356,1305504000
2764,494,1305763200
1649,488,1305763200
1649,452,1305763200
1340,343,1305849600
1649,465,1305849600
3465,427,1305936000
2801,435,1305936000
4944,435,1306022400
5119,480,1306022400
254,89,1306022400
4483,374,1306108800
562,324,1306195200
4640,372,1306195200
4987,395,1306195200
4339,89,1306281600
3955,178,1306281600
1578,374,1306368000
4059,466,1306454400
3138,532,1306454400
4813,208,1306454400
4155,491,1306454400
502,215,1306540800
1211,211,1306627200
3769,239,1306713600
379,233,1306713600
4059,486,1306800000
3498,435,1306800000
4447,467,1306800000
2329,356,1306800000
2959,480,1306886400
3465,366,1306972800
3465,286,1306972800
366,327,1306972800
3465,248,1306972800
665,480,1306972800
1573,340,1307059200
308,395,1307145600
2043,435,1307145600
1388,331,1307232000
1355,432,1307232000
3230,361,1307232000
2863,51,1307318400
2857,491,1307318400
4038,480,1307318400
1980,108,1307318400
2764,477,1307318400
2857,458,1307318400
4667,324,1307404800
1528,395,1307404800
1868,458,1307404800
1053,435,1307404800
1297,458,1307404800
1649,290,1307577600
1649,424,1307577600
4206,289,1307664000
1918,532,1307664000
1980,342,1307750400
665,453,1307836800
2041,323,1307923200
1974,374,1307923200
4432,458,1308009600
4052,301,1308009600
3503,532,1308096000
536,847,1308268800
2977,435,1308355200
682,327,1308441600
3246,459,1308528000
3385,104,1308614400
2099,177,1308614400
2148,423,1308614400
2957,297,1308787200
4081,458,1308873600
1878,342,1308960000
4483,373,1309046400
725,505,1309046400
537,435,1309046400
443,466,1309132800
4672,499,1309132800
1969,467,1309392000
2185,480,1309392000
1315,83,1309392000
4625,343,1309392000
3338,319,1309478400
254,372,1309478400
1297,470,1309478400
3050,373,1309478400
4215,505,1309564800
5025,395,1309651200
3498,395,1309651200
3749,470,1309651200
2838,327,1309651200
1297,467,1309651200
493,64,1309651200
1355,435,1309737600
1859,372,1309737600
2185,316,1309737600
3276,27,1309824000
4258,458,1309910400
4258,470,1309910400
520,435,1309910400
5005,435,1309996800
2196,154,1309996800
519,137,1310083200
1018,343,1310083200
1674,327,1310169600
1320,428,1310169600
1859,470,1310169600
4927,491,1310169600
4482,470,1310169600
1795,470,1310256000
